"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"#Hyperplasia of prostate (N40)"	"GR113-103"	21	4973926	0.422	0.261	0.645	0.092	0.424	0.262	0.648	0.093
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	131	4973926	2.634	2.183	3.085	0.230	2.377	1.958	2.796	0.214
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1489	4973926	29.936	28.416	31.457	0.776	29.076	27.579	30.572	0.763
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"All other diseases (Residual) "	"GR113-111"	6683	4973926	134.361	131.139	137.582	1.644	131.457	128.262	134.652	1.630
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	3292	4973926	66.185	63.924	68.446	1.154	65.288	63.015	67.560	1.159
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	448	4973926	9.007	8.173	9.841	0.426	8.841	8.002	9.680	0.428
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	378	4973926	7.600	6.834	8.366	0.391	7.492	6.718	8.266	0.395
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	26	4973926	0.523	0.341	0.766	0.103	0.513	0.332	0.757	0.102
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	44	4973926	0.885	0.643	1.188	0.133	0.812	0.582	1.101	0.127
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	2844	4973926	57.178	55.077	59.280	1.072	56.484	54.371	58.598	1.078
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Falls (W00-W19)"	"GR113-118"	1415	4973926	28.448	26.966	29.931	0.756	28.279	26.789	29.769	0.760
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	67	4973926	1.347	1.044	1.711	0.165	1.328	1.021	1.699	0.167
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	51	4973926	1.025	0.763	1.348	0.144	0.899	0.665	1.188	0.128
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	964	4973926	19.381	18.158	20.605	0.624	19.202	17.959	20.446	0.634
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	344	4973926	6.916	6.185	7.647	0.373	6.723	5.998	7.448	0.370
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1181	4973926	23.744	22.390	25.098	0.691	23.457	22.082	24.832	0.701
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	554	4973926	11.138	10.211	12.066	0.473	10.782	9.858	11.707	0.472
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	627	4973926	12.606	11.619	13.592	0.503	12.678	11.660	13.696	0.519
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	97	4973926	1.950	1.581	2.379	0.198	1.937	1.561	2.375	0.201
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	58	4973926	1.166	0.885	1.507	0.153	1.197	0.902	1.558	0.161
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	39	4973926	0.784	0.558	1.072	0.126	0.740	0.521	1.020	0.122
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	111	4973926	2.232	1.816	2.647	0.212	2.198	1.779	2.616	0.213
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	105	4973926	2.111	1.707	2.515	0.206	2.055	1.652	2.458	0.206
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	59	4973926	1.186	0.903	1.530	0.154	1.125	0.852	1.458	0.150
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	98	4973926	1.970	1.600	2.401	0.199	1.922	1.555	2.350	0.197
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	36	62683	57.432	40.225	79.510	9.572	100.911	66.501	146.820	19.317
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	23	62683	36.693	23.260	55.057	7.651	89.956	54.160	140.477	20.641
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	14	62683	Unreliable	12.211	37.474	5.969	Unreliable	23.741	85.095	14.072
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"All other diseases (Residual) "	"GR113-111"	11	62683	Unreliable	8.760	31.399	5.291	Unreliable	17.257	71.643	12.929
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	14	62683	Unreliable	12.211	37.474	5.969	Unreliable	14.660	49.561	8.319
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	10	62683	Unreliable	7.650	29.339	5.045	Unreliable	8.579	35.617	6.254
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	68	2277860	2.985	2.318	3.785	0.362	1.986	1.526	2.541	0.251
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Septicemia (A40-A41)"	"GR113-010"	164	2277860	7.200	6.098	8.302	0.562	5.234	4.398	6.069	0.426
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Viral hepatitis (B15-B19)"	"GR113-015"	12	2277860	Unreliable	0.272	0.920	0.152	Unreliable	0.225	0.805	0.135
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	62	2277860	2.722	2.087	3.489	0.346	1.846	1.402	2.387	0.243
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4679	2277860	205.412	199.526	211.298	3.003	162.310	157.524	167.096	2.442
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	34	2277860	1.493	1.034	2.086	0.256	1.184	0.815	1.663	0.207
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	55	2277860	2.415	1.819	3.143	0.326	1.793	1.343	2.345	0.247
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	61	2277860	2.678	2.048	3.440	0.343	2.108	1.597	2.731	0.278
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	425	2277860	18.658	16.884	20.432	0.905	14.148	12.757	15.540	0.710
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	102	2277860	4.478	3.609	5.347	0.443	3.477	2.784	4.170	0.354
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	340	2277860	14.926	13.340	16.513	0.809	11.697	10.426	12.968	0.648
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	1104	2277860	48.467	45.608	51.326	1.459	39.668	37.287	42.049	1.215
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Malignant melanoma of skin (C43)"	"GR113-028"	62	2277860	2.722	2.087	3.489	0.346	2.278	1.721	2.958	0.303
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of breast (C50)"	"GR113-029"	626	2277860	27.482	25.329	29.635	1.098	22.087	20.294	23.879	0.914
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	34	2277860	1.493	1.034	2.086	0.256	1.439	0.978	2.043	0.258
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	146	2277860	6.410	5.370	7.449	0.530	5.187	4.323	6.051	0.441
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	241	2277860	10.580	9.244	11.916	0.682	8.573	7.465	9.680	0.565
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	97	2277860	4.258	3.453	5.195	0.432	3.156	2.544	3.871	0.329
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	69	2277860	3.029	2.357	3.834	0.365	2.121	1.633	2.708	0.266
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	112	2277860	4.917	4.006	5.828	0.465	4.260	3.447	5.073	0.415
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	499	2277860	21.907	19.984	23.829	0.981	16.267	14.789	17.745	0.754
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Hodgkin disease (C81)"	"GR113-038"	14	2277860	Unreliable	0.336	1.031	0.164	Unreliable	0.261	0.838	0.136
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	183	2277860	8.034	6.870	9.198	0.594	5.696	4.843	6.550	0.436
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Leukemia (C91-C95)"	"GR113-040"	207	2277860	9.087	7.849	10.325	0.632	6.856	5.885	7.826	0.495
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	94	2277860	4.127	3.335	5.050	0.426	3.213	2.580	3.954	0.341
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	667	2277860	29.282	27.060	31.504	1.134	22.698	20.919	24.476	0.907
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	162	2277860	7.112	6.017	8.207	0.559	5.122	4.302	5.941	0.418
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Anemias (D50-D64)"	"GR113-045"	47	2277860	2.063	1.516	2.744	0.301	1.317	0.953	1.774	0.200
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	557	2277860	24.453	22.422	26.484	1.036	17.710	16.183	19.236	0.779
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	30	2277860	1.317	0.889	1.880	0.240	0.855	0.568	1.236	0.163
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Malnutrition (E40-E46)"	"GR113-048"	25	2277860	1.098	0.710	1.620	0.220	0.732	0.464	1.099	0.153
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Parkinson disease (G20-G21)"	"GR113-051"	245	2277860	10.756	9.409	12.103	0.687	7.120	6.196	8.044	0.471
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Alzheimer disease (G30)"	"GR113-052"	1374	2277860	60.320	57.130	63.509	1.627	36.132	34.156	38.108	1.008
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	6155	2277860	270.210	263.459	276.960	3.444	172.996	168.496	177.495	2.296
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4232	2277860	185.788	180.191	191.386	2.856	118.549	114.829	122.269	1.898
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	92	2277860	4.039	3.256	4.953	0.421	2.753	2.199	3.404	0.299
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Hypertensive heart disease (I11)"	"GR113-056"	184	2277860	8.078	6.911	9.245	0.596	5.008	4.253	5.764	0.386
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	44	2277860	1.932	1.404	2.593	0.291	1.126	0.808	1.527	0.175
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	2039	2277860	89.514	85.628	93.399	1.982	58.180	55.554	60.805	1.339
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	543	2277860	23.838	21.833	25.843	1.023	15.774	14.393	17.156	0.705
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	16	2277860	Unreliable	0.401	1.141	0.176	Unreliable	0.226	0.667	0.104
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	1480	2277860	64.973	61.663	68.284	1.689	42.015	39.791	44.240	1.135
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	236	2277860	10.361	9.039	11.682	0.674	6.892	5.979	7.806	0.466
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	1244	2277860	54.613	51.578	57.648	1.548	35.119	33.092	37.147	1.034
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Other heart diseases (I26-I51)"	"GR113-064"	1873	2277860	82.226	78.502	85.950	1.900	51.498	49.064	53.931	1.242
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Heart failure (I50)"	"GR113-067"	634	2277860	27.833	25.667	30.000	1.105	16.253	14.947	17.558	0.666
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	1222	2277860	53.647	50.639	56.655	1.535	34.647	32.614	36.680	1.037
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	250	2277860	10.975	9.615	12.336	0.694	6.813	5.938	7.687	0.446
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1429	2277860	62.734	59.482	65.987	1.660	40.535	38.347	42.723	1.116
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Atherosclerosis (I70)"	"GR113-071"	19	2277860	Unreliable	0.502	1.303	0.191	Unreliable	0.311	0.829	0.125
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	225	2277860	9.878	8.587	11.168	0.659	6.578	5.688	7.467	0.454
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	136	2277860	5.971	4.967	6.974	0.512	4.001	3.306	4.696	0.355
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	89	2277860	3.907	3.138	4.808	0.414	2.575	2.051	3.192	0.283
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	28	2277860	1.229	0.817	1.777	0.232	0.981	0.635	1.448	0.196
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	420	2277860	18.438	16.675	20.202	0.900	12.140	10.921	13.359	0.622
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Influenza (J09-J11)"	"GR113-077"	56	2277860	2.458	1.857	3.192	0.329	1.652	1.230	2.173	0.232
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Pneumonia (J12-J18)"	"GR113-078"	364	2277860	15.980	14.338	17.622	0.838	10.486	9.355	11.616	0.577
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1081	2277860	47.457	44.628	50.286	1.443	34.945	32.802	37.089	1.094
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Emphysema (J43)"	"GR113-084"	43	2277860	1.888	1.366	2.543	0.288	1.421	1.020	1.927	0.222
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Asthma (J45-J46)"	"GR113-085"	29	2277860	1.273	0.853	1.828	0.236	0.867	0.567	1.271	0.170
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	1007	2277860	44.208	41.478	46.939	1.393	32.613	30.542	34.684	1.057
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	148	2277860	6.497	5.451	7.544	0.534	4.210	3.505	4.915	0.360
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	260	2277860	11.414	10.027	12.802	0.708	8.110	7.083	9.137	0.524
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Peptic ulcer (K25-K28)"	"GR113-090"	30	2277860	1.317	0.889	1.880	0.240	0.936	0.622	1.352	0.177
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Hernia (K40-K46)"	"GR113-092"	22	2277860	0.966	0.605	1.462	0.206	0.620	0.384	0.948	0.136
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	140	2277860	6.146	5.128	7.164	0.519	5.604	4.648	6.560	0.488
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Alcoholic liver disease (K70)"	"GR113-094"	87	2277860	3.819	3.059	4.711	0.409	3.659	2.910	4.542	0.404
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	53	2277860	2.327	1.743	3.043	0.320	1.962	1.456	2.587	0.277
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	42	2277860	1.844	1.329	2.492	0.285	1.146	0.815	1.566	0.183
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	349	2277860	15.321	13.714	16.929	0.820	10.013	8.916	11.109	0.559
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	24	2277860	1.054	0.675	1.568	0.215	0.654	0.410	0.990	0.138
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Renal failure (N17-N19)"	"GR113-100"	320	2277860	14.048	12.509	15.588	0.785	9.246	8.188	10.304	0.540
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	10	2277860	Unreliable	0.211	0.807	0.139	Unreliable	0.144	0.597	0.103
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	62	2277860	2.722	2.087	3.489	0.346	2.452	1.862	3.170	0.323
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	335	2277860	14.707	13.132	16.282	0.804	9.431	8.367	10.495	0.543
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"All other diseases (Residual) "	"GR113-111"	3951	2277860	173.452	168.044	178.861	2.759	113.310	109.615	117.005	1.885
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	965	2277860	42.364	39.691	45.037	1.364	32.441	30.260	34.622	1.113
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	178	2277860	7.814	6.666	8.962	0.586	7.255	6.150	8.361	0.564
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	164	2277860	7.200	6.098	8.302	0.562	6.670	5.610	7.730	0.541
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	787	2277860	34.550	32.136	36.964	1.232	25.220	23.337	27.104	0.961
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Falls (W00-W19)"	"GR113-118"	465	2277860	20.414	18.558	22.269	0.947	12.637	11.446	13.828	0.608
