"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Maryland"	"24"	"Large Fringe Metro"	"2"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	37	1751136	2.113	1.488	2.912	0.347	2.086	1.461	2.888	0.348
	"Maryland"	"24"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	231	3207115	7.203	6.274	8.132	0.474	7.260	6.273	8.247	0.504
	"Maryland"	"24"	"Large Fringe Metro"	"2"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	45	438384	10.265	7.487	13.735	1.530	10.427	7.576	13.997	1.573
	"Maryland"	"24"	"Large Fringe Metro"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	158	1458678	10.832	9.143	12.521	0.862	11.075	9.297	12.853	0.907
	"Maryland"	"24"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	43	496649	8.658	6.266	11.662	1.320	8.126	5.593	11.411	1.417
	"Maryland"	"24"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	781	3027328	25.798	23.989	27.608	0.923	25.295	23.447	27.143	0.943
	"Maryland"	"24"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	17	320064	Unreliable	3.094	8.504	1.288	Unreliable	3.371	9.576	1.486
	"Maryland"	"24"	"Medium Metro"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	12	80424	Unreliable	7.710	26.064	4.307	Unreliable	7.273	26.068	4.298
	"Maryland"	"24"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	82	298821	27.441	21.825	34.062	3.030	26.534	20.835	33.311	3.084
	"Maryland"	"24"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	11	186165	Unreliable	2.950	10.572	1.782	Unreliable	2.956	11.337	1.904
	"Maryland"	"24"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	61	183778	33.192	25.389	42.637	4.250	32.135	24.338	41.634	4.246
	"Maryland"	"24"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	29	61493	47.160	31.584	67.730	8.757	41.822	26.511	62.753	8.644
	"Maryland"	"24"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	35	85287	41.038	28.585	57.074	6.937	40.701	27.654	57.772	7.282
	"Massachusetts"	"25"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	17	512361	Unreliable	1.933	5.312	0.805	Unreliable	1.954	5.759	0.906
	"Massachusetts"	"25"	"Large Central Metro"	"1"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	11	89904	Unreliable	6.108	21.892	3.689	Unreliable	6.738	25.839	4.439
	"Massachusetts"	"25"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	27	187587	14.393	9.485	20.942	2.770	13.506	8.740	19.938	2.681
	"Massachusetts"	"25"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	54	486848	11.092	8.332	14.472	1.509	12.314	9.139	16.234	1.740
	"Massachusetts"	"25"	"Large Fringe Metro"	"2"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	16	415491	Unreliable	2.201	6.254	0.963	Unreliable	2.168	6.159	0.962
	"Massachusetts"	"25"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	270	4227913	6.386	5.624	7.148	0.389	6.646	5.812	7.479	0.425
	"Massachusetts"	"25"	"Large Fringe Metro"	"2"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	29	376761	7.697	5.155	11.054	1.429	8.501	5.501	12.549	1.696
	"Massachusetts"	"25"	"Large Fringe Metro"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	24	275176	8.722	5.588	12.977	1.780	8.771	5.560	13.160	1.828
	"Massachusetts"	"25"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	44	325086	13.535	9.834	18.170	2.040	12.493	8.702	17.375	2.126
	"Massachusetts"	"25"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	765	3876337	19.735	18.337	21.134	0.714	19.964	18.496	21.431	0.749
	"Massachusetts"	"25"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Stated"	"NS"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	82	1444640	5.676	4.514	7.046	0.627	6.041	4.735	7.596	0.705
	"Massachusetts"	"25"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	32	187554	17.062	11.670	24.086	3.016	20.753	13.297	30.879	4.249
	"Massachusetts"	"25"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	288	1342718	21.449	18.972	23.926	1.264	22.025	19.363	24.687	1.358
	"Massachusetts"	"25"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Stated"	"NS"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	35	432924	8.085	5.631	11.244	1.367	8.923	5.880	12.982	1.728
	"Massachusetts"	"25"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	99	388224	25.501	20.726	31.046	2.563	29.393	23.377	36.484	3.246
	"Massachusetts"	"25"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	22	100537	21.882	13.714	33.130	4.665	18.829	11.159	29.757	4.404
	"Michigan"	"26"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	37	974736	3.796	2.673	5.232	0.624	4.135	2.896	5.724	0.692
	"Michigan"	"26"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	141	1746040	8.075	6.742	9.408	0.680	8.298	6.873	9.723	0.727
	"Michigan"	"26"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	124	806663	15.372	12.666	18.078	1.380	15.897	13.018	18.775	1.469
	"Michigan"	"26"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	31	151336	20.484	13.918	29.076	3.679	20.781	13.448	30.676	4.186
	"Michigan"	"26"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	459	1662667	27.606	25.081	30.132	1.289	27.505	24.909	30.101	1.324
	"Michigan"	"26"	"Large Fringe Metro"	"2"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	17	394962	Unreliable	2.507	6.891	1.044	Unreliable	2.481	6.818	1.044
	"Michigan"	"26"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	11	107686	Unreliable	5.099	18.277	3.080	Unreliable	5.257	18.843	3.249
	"Michigan"	"26"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	256	3046047	8.404	7.375	9.434	0.525	8.303	7.232	9.374	0.546
	"Michigan"	"26"	"Large Fringe Metro"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	37	318254	11.626	8.186	16.025	1.911	11.891	8.235	16.617	2.026
	"Michigan"	"26"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	20	111367	17.959	10.970	27.736	4.016	16.562	9.816	26.175	3.885
	"Michigan"	"26"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	841	2926088	28.741	26.799	30.684	0.991	28.421	26.425	30.418	1.019
	"Michigan"	"26"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	108	1621294	6.661	5.405	7.918	0.641	7.217	5.797	8.637	0.725
	"Michigan"	"26"	"Medium Metro"	"3"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	10	91320	Unreliable	5.251	20.138	3.463	Unreliable	4.093	18.681	3.280
	"Michigan"	"26"	"Medium Metro"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	30	239204	12.542	8.462	17.904	2.290	12.707	8.374	18.488	2.458
	"Michigan"	"26"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	24	80759	29.718	19.041	44.218	6.066	28.457	17.133	44.439	6.586
	"Michigan"	"26"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	463	1530731	30.247	27.492	33.002	1.406	31.134	28.198	34.069	1.498
	"Michigan"	"26"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	96	1209315	7.938	6.430	9.694	0.810	8.598	6.877	10.618	0.927
	"Michigan"	"26"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	17	142044	Unreliable	6.972	19.162	2.903	Unreliable	7.154	20.325	3.101
	"Michigan"	"26"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	399	1156578	34.498	31.113	37.883	1.727	34.704	31.154	38.255	1.811
	"Michigan"	"26"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	91	1300842	6.995	5.632	8.589	0.733	7.320	5.813	9.098	0.813
	"Michigan"	"26"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	425	1289342	32.963	29.829	36.096	1.599	33.793	30.442	37.144	1.710
	"Michigan"	"26"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	85	790670	10.750	8.587	13.293	1.166	11.097	8.600	14.093	1.361
	"Michigan"	"26"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	323	787221	41.030	36.556	45.505	2.283	42.474	37.424	47.523	2.576
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	16	202520	Unreliable	4.516	12.830	1.975	Unreliable	5.614	18.030	2.875
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	128	1616416	7.919	6.547	9.291	0.700	7.838	6.416	9.260	0.725
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	36	195622	18.403	12.889	25.477	3.067	18.534	12.107	27.156	3.611
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	31	244491	12.679	8.615	17.997	2.277	10.911	7.362	15.577	2.002
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	19	115608	Unreliable	9.895	25.665	3.770	Unreliable	8.699	25.635	3.990
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	398	1519129	26.199	23.625	28.773	1.313	25.887	23.256	28.519	1.342
	"Minnesota"	"27"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	130	1728573	7.521	6.228	8.813	0.660	7.598	6.248	8.949	0.689
	"Minnesota"	"27"	"Large Fringe Metro"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	12	82901	Unreliable	7.479	25.285	4.179	Unreliable	6.303	21.308	3.564
	"Minnesota"	"27"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	456	1689159	26.996	24.518	29.473	1.264	27.183	24.623	29.743	1.306
	"Minnesota"	"27"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	20	275181	7.268	4.439	11.225	1.625	8.720	5.168	13.781	2.055
	"Minnesota"	"27"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	103	275454	37.393	30.171	44.614	3.684	39.340	31.382	47.297	4.060
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	47	688656	6.825	5.015	9.076	0.996	7.387	5.367	9.916	1.119
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	177	668113	26.493	22.590	30.395	1.991	26.594	22.576	30.612	2.050
	"Minnesota"	"27"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	50	729683	6.852	5.086	9.034	0.969	8.126	5.949	10.839	1.201
	"Minnesota"	"27"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	10	17036	Unreliable	28.149	107.950	18.562	Unreliable	27.863	115.673	20.013
	"Minnesota"	"27"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	209	714914	29.234	25.271	33.198	2.022	30.023	25.728	34.319	2.192
	"Minnesota"	"27"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	45	654611	6.874	5.014	9.198	1.025	7.893	5.639	10.749	1.253
	"Minnesota"	"27"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	12	15341	Unreliable	40.418	136.638	22.581	Unreliable	40.993	146.932	24.437
	"Minnesota"	"27"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	228	657742	34.664	30.165	39.164	2.296	38.175	32.918	43.431	2.682
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	25	200015	12.499	8.089	18.451	2.500	12.326	7.814	18.495	2.554
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	67	189572	35.343	27.390	44.884	4.318	35.085	27.020	44.803	4.400
	"Mississippi"	"28"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	85	690549	12.309	9.832	15.220	1.335	12.937	10.227	16.147	1.461
	"Mississippi"	"28"	"Medium Metro"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	47	393064	11.957	8.786	15.901	1.744	12.164	8.729	16.502	1.891
	"Mississippi"	"28"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	284	652025	43.557	38.491	48.622	2.585	43.333	38.132	48.533	2.653
	"Mississippi"	"28"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	13	126446	Unreliable	5.474	17.581	2.851	Unreliable	5.269	17.812	2.918
	"Mississippi"	"28"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	48	117755	40.763	30.055	54.045	5.884	42.034	30.775	56.068	6.177
	"Mississippi"	"28"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	10	487426	Unreliable	0.984	3.773	0.649	Unreliable	0.997	3.823	0.667
	"Mississippi"	"28"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	61	673999	9.050	6.923	11.626	1.159	9.530	7.179	12.404	1.286
	"Mississippi"	"28"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	48	408412	11.753	8.666	15.583	1.696	11.306	8.247	15.128	1.689
	"Mississippi"	"28"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	234	640709	36.522	31.843	41.202	2.388	38.020	32.992	43.047	2.565
	"Mississippi"	"28"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	39	491740	7.931	5.640	10.842	1.270	7.881	5.458	11.013	1.346
	"Mississippi"	"28"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	33	265574	12.426	8.553	17.451	2.163	13.564	9.216	19.253	2.446
	"Mississippi"	"28"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	199	468349	42.490	36.586	48.393	3.012	43.466	37.206	49.727	3.194
	"Missouri"	"29"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	25	404601	6.179	3.999	9.121	1.236	6.241	3.999	9.287	1.267
	"Missouri"	"29"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	81	752637	10.762	8.547	13.376	1.196	10.627	8.345	13.342	1.237
	"Missouri"	"29"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	68	329244	20.653	16.038	26.183	2.505	21.297	16.401	27.196	2.663
	"Missouri"	"29"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	17	69672	Unreliable	14.214	39.067	5.918	Unreliable	12.632	35.887	5.455
	"Missouri"	"29"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	304	720092	42.217	37.471	46.963	2.421	43.006	38.020	47.992	2.544
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	11	88627	Unreliable	6.196	22.208	3.742	Unreliable	6.103	23.404	4.032
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	15	387990	Unreliable	2.164	6.377	0.998	Unreliable	2.190	6.454	1.023
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	258	2401445	10.744	9.433	12.055	0.669	10.904	9.516	12.292	0.708
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	12	80029	Unreliable	7.748	26.193	4.329	Unreliable	6.810	23.021	3.821
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	54	310363	17.399	13.071	22.702	2.368	16.147	12.059	21.174	2.244
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	18	76691	Unreliable	13.910	37.094	5.532	Unreliable	12.639	34.738	5.213
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	805	2247862	35.812	33.338	38.286	1.262	36.445	33.855	39.036	1.322
	"Missouri"	"29"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	68	557124	12.206	9.478	15.473	1.480	12.368	9.504	15.823	1.558
	"Missouri"	"29"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	219	519515	42.155	36.572	47.738	2.849	43.325	37.449	49.202	2.998
	"Missouri"	"29"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	73	775818	9.409	7.375	11.831	1.101	10.061	7.813	12.755	1.222
	"Missouri"	"29"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	271	741184	36.563	32.210	40.916	2.221	37.394	32.854	41.934	2.316
	"Missouri"	"29"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	82	793466	10.334	8.219	12.828	1.141	10.671	8.408	13.356	1.225
	"Missouri"	"29"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	350	778717	44.946	40.237	49.655	2.402	47.075	41.978	52.172	2.601
	"Missouri"	"29"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	88	969288	9.079	7.281	11.185	0.968	9.093	7.176	11.364	1.039
	"Missouri"	"29"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	402	939596	42.784	38.602	46.967	2.134	43.916	39.375	48.457	2.317
	"Montana"	"30"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	48	411771	11.657	8.595	15.455	1.683	12.235	8.890	16.425	1.835
	"Montana"	"30"	"Small Metro"	"4"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	12	14865	Unreliable	41.712	141.013	23.304	Unreliable	34.641	124.164	20.680
	"Montana"	"30"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	214	403880	52.986	45.887	60.085	3.622	53.504	46.136	60.873	3.759
	"Montana"	"30"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	58	364414	15.916	12.086	20.575	2.090	16.380	12.305	21.373	2.236
	"Montana"	"30"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	176	369459	47.637	40.599	54.675	3.591	48.682	41.272	56.092	3.780
	"Montana"	"30"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	14	52546	Unreliable	14.566	44.703	7.121	Unreliable	13.271	42.620	6.825
	"Montana"	"30"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	45	363771	12.370	9.023	16.553	1.844	12.089	8.467	16.737	2.002
	"Montana"	"30"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	30	50796	59.060	39.848	84.311	10.783	60.726	39.668	88.977	11.972
	"Montana"	"30"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	198	374454	52.877	45.512	60.242	3.758	53.377	45.307	61.448	4.117
	"Nebraska"	"31"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	76	1093266	6.952	5.477	8.701	0.797	7.212	5.643	9.082	0.847
	"Nebraska"	"31"	"Medium Metro"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	21	96718	21.713	13.441	33.190	4.738	20.072	11.896	31.722	4.708
	"Nebraska"	"31"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	11	100745	Unreliable	5.451	19.537	3.292	Unreliable	4.215	15.109	2.580
	"Nebraska"	"31"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	264	1053795	25.052	22.030	28.074	1.542	25.551	22.418	28.684	1.598
	"Nebraska"	"31"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	24	95578	25.110	16.089	37.362	5.126	26.309	16.488	39.832	5.609
	"Nebraska"	"31"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	26	343970	7.559	4.938	11.075	1.482	7.914	5.071	11.775	1.621
	"Nebraska"	"31"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	110	328632	33.472	27.217	39.727	3.191	34.397	27.700	41.094	3.417
	"Nebraska"	"31"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	17	376741	Unreliable	2.629	7.225	1.094	Unreliable	2.940	8.665	1.335
	"Nebraska"	"31"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	124	369398	33.568	27.660	39.477	3.015	35.689	29.003	42.375	3.411
	"Nevada"	"32"	"Large Central Metro"	"1"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	25	346147	7.222	4.674	10.662	1.444	7.267	4.606	10.904	1.521
